Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Number_of_Vehicles,Number_of_Casualties,Local_Authority_(District),1st_Road_Number,2nd_Road_Number,Vehicle_Reference_df,Casualty_Reference,Age_of_Casualty,Age_Band_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Casualty_IMD_Decile,label
2,9,3,0,0,0,69,10,1399.0,1,7,550660.0,189790.0,0.173289,51.586829,1,4,2,15.0,12.0,0.0,4,2,72,10,0,0,9,2,1
2,9,15,0,0,0,61,9,1598.0,1,10,435610.0,337490.0,-1.471653,52.933636,30,2,1,323.0,353.0,0.0,2,1,61,9,0,0,9,5,1
3,9,3,0,0,0,52,8,1598.0,1,2,429782.0,433926.0,-1.5493059999999998,53.800789,13,6,4,204.0,0.0,0.0,3,4,17,4,0,0,9,2,0
2,9,16,0,0,0,34,6,1997.0,2,6,182810.0,53132.0,-5.0535190000000005,50.337973,50,2,5,596.0,30.0,0.0,2,2,35,6,0,0,9,8,0
2,3,18,0,0,0,29,6,125.0,1,2,520960.0,185460.0,-0.256662,51.555066,1,2,1,28.0,4557.0,0.0,2,1,29,6,0,0,3,5,0
2,9,3,0,0,0,32,6,1461.0,2,1,611053.0,239893.0,1.07435,52.017302,37,2,1,410.0,12.0,12.0,2,1,32,6,0,0,9,4,1
1,9,9,0,0,0,20,4,1600.0,1,10,533170.0,188400.0,-0.079532,51.578739,1,2,4,31.0,152.0,0.0,1,2,42,7,0,0,9,2,0
2,3,18,0,0,0,35,6,124.0,1,7,530530.0,176440.0,-0.122037,51.471876,1,2,1,9.0,203.0,0.0,2,1,35,6,0,0,3,5,0
2,9,3,0,0,0,20,4,1149.0,1,8,427798.0,426248.0,-1.580117,53.73189,13,5,5,204.0,650.0,0.0,4,4,36,7,0,0,19,4,1
1,9,9,0,0,0,66,10,2993.0,2,4,525370.0,192240.0,-0.190666,51.615035,1,2,1,30.0,0.0,0.0,2,1,50,8,0,0,1,10,1
2,9,17,0,0,0,64,9,2987.0,2,5,509428.0,237198.0,-0.406626,52.022418,40,2,2,424.0,134.0,507.0,1,1,29,6,0,0,9,7,0
2,9,18,0,0,0,21,5,1997.0,2,10,507918.0,223135.0,-0.433036,51.896324,40,2,2,421.0,5228.0,0.0,1,1,34,6,0,0,9,1,0
1,9,18,0,0,0,25,5,1796.0,1,1,533960.0,182500.0,-0.070383,51.525533,1,2,3,5.0,1209.0,0.0,1,1,25,5,0,0,9,5,0
2,3,18,0,0,0,31,6,124.0,1,7,391660.0,302430.0,-2.124623,52.619572,20,2,1,309.0,0.0,0.0,2,1,31,6,0,0,3,1,0
1,9,18,0,0,0,45,7,1390.0,1,2,523423.0,198887.0,-0.216429,51.675201,41,3,3,33.0,1081.0,0.0,3,2,74,10,0,0,9,6,1
2,3,18,0,0,0,21,5,125.0,1,3,525810.0,176990.0,-0.189762,51.477887,1,2,1,11.0,308.0,0.0,2,1,21,5,0,0,3,10,0
1,9,9,0,0,0,48,8,1229.0,1,3,342565.0,384971.0,-2.864441,53.35848100000001,5,2,1,91.0,0.0,0.0,1,1,48,8,0,0,9,3,1
2,9,3,0,0,0,35,6,1991.0,2,8,524617.0,225657.0,-0.189561,51.915507,41,2,2,435.0,330.0,199.0,2,1,35,6,0,0,9,4,1
4,9,18,0,0,0,53,8,1910.0,2,10,416718.0,290916.0,-1.7550720000000002,52.515876,23,4,1,290.0,4118.0,0.0,2,1,19,4,0,0,9,7,0
1,9,4,0,0,0,17,4,599.0,1,13,541940.0,175060.0,0.041581,51.456731,1,2,1,6.0,2.0,205.0,1,1,17,4,0,0,9,2,1
1,3,18,0,0,0,18,4,124.0,1,1,525251.0,369815.0,-0.125934,53.210648,32,1,1,351.0,158.0,0.0,1,1,18,4,0,0,3,4,0
1,20,5,0,0,0,59,9,6700.0,2,1,518040.0,180820.0,-0.300314,51.513983,1,2,1,27.0,4020.0,0.0,2,1,26,6,0,0,9,4,0
3,9,4,0,0,0,41,7,1364.0,1,6,248965.0,59257.0,-4.127134,50.413713,50,3,2,583.0,386.0,0.0,1,1,29,6,0,0,9,4,1
2,9,3,0,0,0,19,4,1397.0,1,14,370483.0,365095.0,-2.443133,53.18212800000001,7,3,3,130.0,0.0,0.0,3,3,31,6,0,0,9,3,1
1,9,7,0,0,0,56,9,2494.0,1,23,521420.0,180090.0,-0.251879,51.506706,1,2,1,27.0,4020.0,0.0,2,1,43,7,0,0,1,10,0
2,9,18,0,0,0,52,8,1242.0,1,4,453911.0,360684.0,-1.195532,53.140587,31,2,1,344.0,60.0,0.0,2,1,52,8,0,0,9,4,1
1,8,18,2,0,0,68,10,2664.0,2,16,530120.0,182090.0,-0.125855,51.522745,1,2,1,2.0,4200.0,504.0,1,1,68,10,0,0,8,6,0
2,19,4,0,0,0,45,7,2148.0,2,8,481373.0,248024.0,-0.812806,52.124548,43,2,1,479.0,1.0,0.0,2,1,25,5,0,0,19,1,0
1,9,5,0,0,0,42,7,998.0,1,3,519480.0,192020.0,-0.275768,51.614338,1,2,1,30.0,5100.0,0.0,2,1,23,5,0,0,3,9,0
1,19,18,0,0,0,57,9,5861.0,2,18,434236.0,291630.0,-1.49686,52.52147900000001,23,3,2,291.0,0.0,0.0,2,1,41,7,0,0,9,1,0
1,9,18,0,4,0,52,8,1086.0,1,8,515410.0,190770.0,-0.334935,51.603952,1,3,1,29.0,0.0,0.0,1,1,52,8,0,0,9,2,1
1,3,18,0,0,0,23,5,124.0,1,11,521690.0,208050.0,-0.238282,51.757926,41,1,1,438.0,64.0,0.0,1,1,24,5,0,0,3,6,0
1,9,18,0,0,0,54,8,1560.0,2,5,524450.0,223840.0,-0.192643,51.899217,41,2,2,435.0,302.0,157.0,1,1,54,8,0,0,9,5,1
2,9,18,0,0,0,57,9,1497.0,1,11,463080.0,516243.0,-1.026598,54.537536,17,2,3,241.0,171.0,0.0,2,3,86,11,0,0,9,5,1
1,9,18,0,0,0,50,8,1956.0,2,5,458180.0,222865.0,-1.155802,51.901299,43,2,2,481.0,129.0,0.0,2,1,52,8,0,0,9,8,0
2,9,9,0,0,0,36,7,1749.0,1,14,535560.0,173030.0,-0.050966,51.440051,1,2,1,7.0,205.0,0.0,1,1,24,5,0,0,9,2,1
2,9,18,0,0,0,37,7,1086.0,1,10,476549.0,265294.0,-0.8793569999999999,52.28047,34,2,2,381.0,122.0,122.0,2,1,37,7,0,0,9,7,0
2,9,4,0,0,0,57,9,2324.0,1,15,444848.0,419696.0,-1.322635,53.671821,13,3,1,206.0,628.0,0.0,3,1,27,6,0,0,9,8,1
1,9,2,0,0,0,25,5,1388.0,1,13,454615.0,294686.0,-1.196038,52.547293,33,2,1,360.0,6709.0,0.0,1,1,25,5,0,0,9,9,0
1,9,18,0,0,0,42,7,1388.0,1,9,474995.0,449672.0,-0.8591049999999999,53.93774200000001,16,2,3,231.0,1079.0,0.0,1,1,42,7,0,0,9,10,1
2,9,3,0,0,0,30,6,1299.0,1,14,415498.0,432349.0,-1.766254,53.78723299999999,13,2,3,200.0,0.0,0.0,2,3,62,9,0,0,9,2,1
2,2,18,0,0,0,17,4,49.0,1,1,428351.0,518259.0,-1.56312,54.55878000000001,11,2,1,161.0,400.0,400.0,2,1,17,4,0,0,2,6,0
1,9,7,0,0,0,40,7,1598.0,1,14,497404.0,181900.0,-0.597296,51.527621,43,3,3,473.0,7302.0,7302.0,3,3,40,7,0,0,9,4,0
1,9,9,0,0,0,42,7,1598.0,1,16,517963.0,466751.0,-0.198257,54.08317,16,2,5,231.0,1038.0,0.0,1,1,42,7,0,0,9,1,0
1,9,12,0,0,0,37,7,1968.0,2,7,357652.0,115831.0,-2.604094,50.940356,55,2,2,645.0,30.0,0.0,2,1,21,5,0,0,9,7,0
1,9,18,0,0,0,43,7,2766.0,2,10,360922.0,182857.0,-2.564893,51.543247,52,3,1,612.0,0.0,0.0,2,1,35,6,0,0,9,1,1
2,9,5,0,0,0,65,9,1747.0,1,12,512682.0,198090.0,-0.371954,51.670293,41,4,2,33.0,4008.0,0.0,2,1,65,9,0,0,9,7,0
1,9,18,0,0,0,52,8,1998.0,2,8,401410.0,285280.0,-1.9806740000000005,52.46546,20,2,1,300.0,0.0,0.0,1,1,52,8,0,0,9,3,0
2,2,9,0,0,0,17,4,49.0,1,2,412178.0,132406.0,-1.827492,51.090839,54,2,1,635.0,360.0,0.0,2,1,17,4,0,0,2,4,1
2,5,17,0,0,0,39,7,592.0,1,22,360290.0,409490.0,-2.601245,53.580489,6,2,2,114.0,5239.0,0.0,2,2,39,7,0,0,5,1,0
3,19,18,0,0,0,42,7,1461.0,2,9,464643.0,329901.0,-1.041268,52.862722,31,3,1,347.0,606.0,0.0,3,1,42,7,0,0,19,1,0
2,9,18,0,0,0,56,9,2987.0,2,6,349332.0,320434.0,-2.752591,52.779098,22,2,1,286.0,528.0,0.0,2,1,56,9,0,0,9,4,1
1,19,18,0,0,0,53,8,2402.0,2,4,534680.0,180780.0,-0.0606679999999999,51.509905,1,1,1,5.0,108.0,0.0,1,1,37,7,10,9,0,2,0
1,19,7,0,0,0,52,8,2298.0,2,5,522270.0,168110.0,-0.243775,51.398855,1,2,1,22.0,3.0,0.0,2,1,12,3,0,0,1,6,0
2,9,3,0,0,0,32,6,1995.0,2,2,442883.0,404275.0,-1.354492,53.533386,14,2,1,210.0,6195.0,635.0,2,1,32,6,0,0,9,4,0
1,9,18,0,0,0,43,7,1499.0,2,2,525360.0,164790.0,-0.20055,51.368344,1,2,1,21.0,0.0,0.0,2,1,24,5,0,0,3,3,1
1,9,18,0,0,0,26,6,2204.0,2,8,455507.0,362463.0,-1.171368,53.156414,31,3,4,344.0,0.0,0.0,1,3,26,6,0,0,9,4,1
1,9,13,0,0,0,28,6,1968.0,1,9,429399.0,263796.0,-1.5705790000000002,52.271538,23,2,1,294.0,425.0,0.0,2,1,45,7,0,0,1,9,0
1,9,18,0,0,0,39,7,1595.0,1,8,442240.0,519697.0,-1.3481610000000002,54.570736,17,1,1,245.0,142.0,0.0,1,1,12,3,5,3,0,7,0
1,9,6,0,0,0,25,5,1598.0,1,11,531600.0,187920.0,-0.102356,51.574794,1,2,2,31.0,150.0,0.0,2,1,26,6,0,0,3,1,1
1,9,3,0,0,0,50,8,1896.0,2,13,485558.0,240318.0,-0.753622,52.054652,43,2,1,479.0,4034.0,144.0,2,1,49,8,0,0,1,8,1
2,9,3,0,0,0,34,6,2204.0,2,11,360788.0,183305.0,-2.566875,51.547266,52,6,5,612.0,5.0,38.0,4,3,23,5,0,0,9,4,0
1,21,18,0,0,0,54,8,4462.0,2,1,351938.0,385463.0,-2.723697,53.36384,7,3,3,124.0,557.0,557.0,2,2,45,7,0,0,9,8,0
3,9,18,0,0,0,40,7,1598.0,1,4,537714.0,199667.0,-0.00957,51.678892,42,3,4,456.0,121.0,0.0,1,1,54,8,0,0,9,3,0
1,9,18,0,0,0,27,6,1499.0,2,2,415318.0,431214.0,-1.769041,53.777037,13,2,2,200.0,0.0,0.0,1,1,27,6,0,0,9,5,1
1,9,9,0,0,0,68,10,1995.0,2,3,396338.0,233823.0,-2.054755,52.002833,53,2,2,625.0,435.0,9999.0,2,2,18,4,0,0,19,4,1
2,9,18,0,0,0,51,8,1582.0,2,6,373573.0,357229.0,-2.396245,53.111586,7,2,3,129.0,534.0,0.0,1,1,71,10,0,0,9,2,0
2,9,18,0,0,0,59,9,1968.0,2,5,372108.0,165865.0,-2.402251,51.391133,52,2,1,611.0,431.0,0.0,1,1,44,7,0,0,9,10,0
1,9,18,0,0,0,38,7,1386.0,1,9,341330.0,409100.0,-2.887508,53.575202,4,3,2,84.0,59.0,0.0,2,2,3,1,0,0,9,7,1
1,9,1,0,0,0,30,6,1560.0,2,9,436907.0,147315.0,-1.47288,51.223842,44,2,1,501.0,0.0,0.0,1,1,30,6,0,0,9,3,1
1,9,3,0,0,0,28,6,1198.0,1,4,543420.0,185860.0,0.067256,51.553403,1,2,1,14.0,406.0,0.0,1,1,28,6,0,0,9,4,0
3,9,3,0,0,0,44,7,1422.0,2,9,529160.0,272360.0,-0.105834,52.334129,35,3,5,393.0,1123.0,0.0,2,5,35,6,0,0,9,9,1
2,9,18,0,0,6,28,6,998.0,1,2,336180.0,433540.0,-2.97031,53.794238,4,2,1,74.0,55.0,0.0,2,1,28,6,0,0,9,4,1
37,9,18,0,0,0,50,8,1997.0,2,7,455113.0,220016.0,-1.200828,51.875998,43,37,36,481.0,40.0,0.0,7,25,47,8,0,0,9,6,0
1,9,16,0,0,0,28,6,1396.0,1,12,621434.0,339170.0,1.291226,52.904316,36,2,2,405.0,1436.0,0.0,1,1,28,6,0,0,9,5,0
1,9,7,0,0,0,48,8,1248.0,1,6,451367.0,516096.0,-1.207629,54.537536,17,2,1,243.0,172.0,0.0,2,1,31,6,0,0,1,1,1
1,9,17,0,0,0,23,5,1896.0,2,9,307990.0,523700.0,-3.425754,54.60006600000001,3,1,1,60.0,0.0,0.0,1,1,23,5,0,0,9,7,0
2,9,18,0,0,0,31,6,1596.0,1,12,442330.0,336530.0,-1.371807,52.924521,30,2,1,324.0,89.0,0.0,2,1,31,6,0,0,9,10,0
2,9,3,0,0,0,45,7,998.0,1,2,543270.0,188340.0,0.066104,51.575725,1,3,1,14.0,123.0,0.0,3,1,29,6,0,0,1,1,1
2,9,9,0,0,0,26,6,1368.0,1,8,562304.0,178614.0,0.33607,51.483194,42,2,1,462.0,1013.0,0.0,2,1,26,6,0,0,9,3,0
1,9,18,0,0,0,28,6,2967.0,2,1,407770.0,285070.0,-1.887064,52.46352,20,2,3,300.0,435.0,4540.0,2,3,23,5,0,0,9,10,0
4,9,3,0,0,0,42,7,1398.0,1,10,367806.0,87555.0,-2.457092,50.68675,55,4,4,645.0,354.0,0.0,1,1,27,6,0,0,9,4,0
2,9,18,0,0,0,50,8,1560.0,2,8,481699.0,389143.0,-0.772912,53.392811,32,2,1,356.0,159.0,631.0,1,1,46,8,0,0,1,4,1
2,5,14,0,0,0,28,6,790.0,1,12,288044.0,68367.0,-3.580095,50.504365,50,2,1,585.0,380.0,0.0,2,1,28,6,0,0,5,5,0
2,9,18,0,0,10,51,8,1198.0,1,3,367305.0,366033.0,-2.490781,53.190373,7,2,4,130.0,54.0,611.0,2,2,32,6,0,0,9,10,0
1,3,4,0,0,0,51,8,125.0,1,1,522610.0,184910.0,-0.233066,51.549768,1,2,1,28.0,0.0,0.0,1,1,51,8,0,0,3,2,0
1,8,9,0,0,0,45,7,1995.0,2,10,506902.0,223295.0,-0.447747,51.897958,40,2,2,421.0,5228.0,0.0,1,1,45,7,0,0,8,2,0
1,9,18,0,0,10,30,6,1124.0,1,13,269467.0,59086.0,-3.838684,50.417094,50,1,1,584.0,38.0,0.0,1,1,30,6,0,0,9,1,1
2,9,3,0,0,0,20,4,1242.0,1,2,335216.0,395008.0,-2.97691,53.447835,5,3,1,93.0,5038.0,5058.0,2,1,20,4,0,0,9,4,1
2,9,18,0,0,0,34,6,1896.0,2,12,461550.0,482667.0,-1.05718,54.236015,12,2,4,185.0,170.0,0.0,2,2,34,6,0,0,9,6,1
1,9,18,0,0,0,40,7,1799.0,1,8,381349.0,215292.0,-2.272088,51.835922,53,2,3,623.0,38.0,4008.0,2,2,29,6,0,0,9,1,0
2,9,4,0,0,0,34,6,2184.0,2,10,323550.0,386720.0,-3.150515,53.371788,5,2,1,95.0,5139.0,0.0,1,1,54,8,0,0,5,2,1
1,8,16,0,0,0,38,7,1998.0,2,5,435150.0,335680.0,-1.478692,52.917397,30,2,1,323.0,601.0,5250.0,1,1,38,7,0,0,8,1,0
2,9,18,0,0,0,34,6,973.0,1,13,390372.0,296772.0,-2.143481,52.568686,20,2,3,309.0,449.0,0.0,2,3,34,6,0,0,9,2,0
1,3,4,0,0,0,17,4,125.0,1,4,617116.0,244528.0,1.165505,52.056573,37,2,2,412.0,1075.0,0.0,2,2,19,4,0,0,9,2,0
2,9,7,0,0,0,26,6,2184.0,2,11,487537.0,412154.0,-0.6787350000000001,53.598654,16,2,1,232.0,0.0,0.0,1,1,32,6,0,0,9,3,0
3,9,3,0,0,0,57,9,1598.0,2,1,377630.0,395520.0,-2.338349,53.45595400000001,6,3,3,112.0,60.0,60.0,1,1,77,11,0,0,9,8,0
1,9,9,0,0,0,18,4,1199.0,2,3,418262.0,430745.0,-1.7243970000000002,53.772728,13,2,1,200.0,0.0,0.0,2,1,24,5,0,0,3,3,1
1,9,18,0,0,0,27,6,1396.0,1,11,410824.0,291321.0,-1.841913,52.519664,20,2,2,300.0,0.0,0.0,1,1,27,6,0,0,9,2,0
1,9,9,0,0,0,42,7,2231.0,2,9,420781.0,441136.0,-1.6854790000000002,53.866026,13,1,1,204.0,0.0,0.0,1,1,27,6,5,3,0,8,0
1,9,4,0,0,0,41,7,1968.0,2,2,368140.0,280440.0,-2.469911,52.421015,22,2,4,286.0,0.0,0.0,1,2,52,8,0,0,9,5,1
1,9,18,0,0,0,42,7,1398.0,2,5,393239.0,179522.0,-2.098824,51.51458,54,2,3,635.0,4.0,0.0,1,1,42,7,0,0,9,10,0
1,9,18,0,0,0,38,7,1422.0,2,12,450362.0,272486.0,-1.262092,52.34814,23,2,3,292.0,4429.0,0.0,2,2,28,6,0,0,9,5,1
1,9,9,0,0,0,36,7,1968.0,2,6,446075.0,399114.0,-1.307094,53.486731000000006,14,3,4,213.0,0.0,0.0,1,4,26,6,0,0,9,4,0
2,9,17,0,0,10,43,7,1956.0,2,2,429103.0,438861.0,-1.55915,53.845181,13,2,4,204.0,0.0,0.0,2,3,5,1,0,0,9,7,1
2,9,18,0,0,0,23,5,1328.0,1,9,400423.0,311219.0,-1.995178,52.698648,21,2,1,250.0,4154.0,60.0,2,1,23,5,0,0,9,2,1
1,9,18,0,0,0,33,6,1598.0,2,3,517540.0,169560.0,-0.311256,51.412886,1,2,2,24.0,310.0,358.0,2,2,33,6,0,0,9,9,0
1,9,5,0,0,0,18,4,1390.0,1,6,469442.0,415208.0,-0.951425,53.628806,14,2,5,211.0,0.0,0.0,1,1,18,4,0,0,9,4,0
2,9,4,0,0,0,27,6,1596.0,1,14,428720.0,320930.0,-1.575611,52.785188,30,2,1,328.0,5353.0,0.0,2,1,27,6,0,0,9,2,1
2,9,18,0,0,0,37,7,1598.0,2,1,434633.0,557195.0,-1.461367,54.908275,10,2,1,150.0,19.0,1231.0,2,1,37,7,0,0,9,2,1
2,9,18,0,0,0,18,4,1242.0,1,8,419101.0,93443.0,-1.7306689999999998,50.740286,55,2,1,641.0,337.0,0.0,2,1,18,4,0,0,9,8,1
2,9,18,0,4,0,23,5,1242.0,1,13,332360.0,387880.0,-3.018373,53.383416,5,2,2,95.0,0.0,0.0,1,1,53,8,0,0,9,2,0
1,3,18,0,0,0,51,8,598.0,1,22,545460.0,170700.0,0.09042,51.416662,1,2,1,19.0,222.0,0.0,1,1,51,8,0,0,3,3,0
2,9,17,0,0,4,29,6,1400.0,1,10,370465.0,174072.0,-2.42655,51.464842,52,2,2,612.0,0.0,0.0,2,2,29,6,0,0,9,5,1
2,9,4,0,0,0,24,5,1800.0,1,16,368170.0,427350.0,-2.484069,53.741551,4,2,2,70.0,0.0,666.0,2,2,23,5,0,0,9,1,0
2,9,3,0,0,0,75,10,1386.0,1,5,453044.0,202881.0,-1.233496,51.722151,43,4,5,484.0,4142.0,423.0,2,2,70,10,0,0,9,4,0
4,9,3,0,0,0,32,6,1390.0,1,15,618992.0,309708.0,1.235295,52.640892,36,5,5,404.0,1074.0,171.0,5,5,55,8,0,0,9,7,1
2,9,3,0,0,0,35,6,1598.0,1,6,422096.0,569166.0,-1.655981,55.01655600000001,10,2,1,147.0,1.0,0.0,2,1,35,6,0,0,9,3,1
1,9,5,0,0,0,59,9,1398.0,1,14,652959.0,303578.0,1.731567,52.571147,36,2,1,402.0,0.0,0.0,2,1,24,5,0,0,9,5,0
2,21,18,0,0,0,50,8,12600.0,2,11,507642.0,427168.0,-0.369861,53.72981,16,2,1,228.0,63.0,63.0,1,1,45,7,0,0,9,4,0
1,9,9,0,0,0,84,11,996.0,1,6,523469.0,358945.0,-0.156792,53.11340600000001,32,2,1,351.0,1192.0,153.0,2,1,39,7,0,0,5,7,0
2,9,17,0,0,0,54,8,1461.0,2,2,377555.0,379956.0,-2.338367,53.31605500000001,7,2,1,129.0,5085.0,0.0,2,1,54,8,0,0,9,9,1
2,9,18,0,0,0,51,8,1796.0,1,10,422183.0,428747.0,-1.665048,53.75461899999999,13,2,2,204.0,0.0,0.0,1,1,22,5,0,0,9,8,0
2,9,18,0,0,0,47,8,2499.0,1,3,408810.0,290120.0,-1.871625,52.508903,20,3,3,300.0,38.0,0.0,1,1,43,7,0,0,9,1,0
3,9,3,0,0,0,71,10,1329.0,1,1,375439.0,367253.0,-2.369142,53.201778,7,3,3,129.0,54.0,54.0,3,2,77,11,0,0,9,10,1
2,9,18,0,0,0,47,8,1560.0,2,3,421409.0,286649.0,-1.686219,52.477353,23,2,1,290.0,6.0,0.0,2,1,47,8,0,0,9,9,0
1,9,18,0,4,0,45,7,1995.0,1,7,523420.0,208740.0,-0.212985,51.763748,41,2,1,438.0,518.0,0.0,1,1,27,6,9,9,0,6,1
2,9,4,0,0,0,52,8,1248.0,2,9,443600.0,518663.0,-1.327279,54.56133000000001,17,2,1,245.0,136.0,0.0,1,1,28,6,0,0,9,1,0
1,9,18,0,0,0,47,8,998.0,1,13,512456.0,199119.0,-0.37489,51.679587,41,3,1,437.0,1.0,0.0,1,1,47,8,0,0,9,8,1
2,9,18,0,0,0,37,7,1598.0,1,10,381040.0,423510.0,-2.288707,53.707667,4,2,2,82.0,682.0,0.0,1,1,41,7,0,0,9,7,1
1,5,17,0,0,0,59,9,1250.0,1,13,403067.0,558123.0,-1.9536830000000005,54.917798,10,3,1,139.0,68.0,8112.0,1,1,59,9,0,0,5,4,0
4,9,3,0,0,0,35,6,1598.0,2,3,513088.0,198052.0,-0.366098,51.66987,41,5,4,33.0,1.0,0.0,2,2,25,5,0,0,9,3,1
1,9,9,0,0,0,19,4,1242.0,1,8,494057.0,101370.0,-0.666567,50.804263,47,2,2,558.0,29.0,29.0,1,2,19,4,0,0,9,7,1
1,19,18,0,0,0,36,7,2402.0,2,9,439880.0,373180.0,-1.403713,53.254138,30,2,1,322.0,619.0,0.0,2,1,20,4,0,0,9,5,0
2,9,3,0,0,0,62,9,1685.0,2,2,425173.0,564170.0,-1.608299,54.97151700000001,10,2,2,147.0,167.0,0.0,2,1,62,9,0,0,9,9,0
4,9,18,0,0,0,21,5,1248.0,1,8,580987.0,212858.0,0.622542,51.785105,42,5,1,451.0,12.0,0.0,4,1,21,5,0,0,9,8,0
1,9,18,0,0,0,53,8,1997.0,2,8,531000.0,190390.0,-0.110089,51.59713,1,2,1,31.0,105.0,0.0,1,1,53,8,0,0,9,10,0
2,3,18,0,0,0,24,5,124.0,1,14,434426.0,405502.0,-1.481942,53.545035,14,2,1,210.0,6133.0,0.0,2,1,24,5,0,0,3,1,0
2,9,14,0,0,0,41,7,1968.0,2,1,440000.0,335570.0,-1.40658,52.91607,30,2,1,323.0,6096.0,0.0,2,1,41,7,0,0,9,7,0
1,8,18,0,0,0,19,4,1248.0,2,5,336633.0,162637.0,-2.91147,51.35925200000001,52,2,1,605.0,3440.0,0.0,1,1,19,4,0,0,8,3,1
1,9,18,0,0,0,21,5,1242.0,1,14,544880.0,188290.0,0.089301,51.574865,1,3,2,14.0,12.0,0.0,1,1,21,5,0,0,9,5,0
2,9,4,0,0,0,34,6,1895.0,1,14,522410.0,188520.0,-0.234692,51.582255,1,2,1,30.0,504.0,0.0,1,1,42,7,0,0,9,6,1
1,9,18,0,0,0,35,6,1896.0,2,9,336470.0,414650.0,-2.962026,53.624513,4,3,4,84.0,570.0,0.0,1,3,9,2,0,0,9,3,0
23,9,18,0,0,0,54,8,1598.0,2,1,455113.0,220016.0,-1.200828,51.875998,43,37,36,481.0,40.0,0.0,20,29,29,6,0,0,9,7,0
1,9,18,0,0,0,35,6,1389.0,1,10,477285.0,261575.0,-0.8694209999999999,52.24693900000001,34,1,1,384.0,4500.0,0.0,1,1,67,10,5,1,0,6,1
3,9,18,0,0,0,48,8,1598.0,1,10,433321.0,291939.0,-1.510313,52.524314,23,3,1,291.0,0.0,0.0,3,1,48,8,0,0,9,3,0
3,9,5,0,0,0,26,6,1248.0,2,2,519711.0,228029.0,-0.260031,51.937899,41,4,3,433.0,602.0,0.0,4,3,53,8,0,0,9,8,1
2,9,5,0,0,0,40,7,1399.0,2,3,442436.0,112209.0,-1.397818,50.907798,44,2,2,500.0,3024.0,0.0,2,2,30,6,0,0,9,1,0
1,9,18,0,0,0,22,5,3000.0,1,14,450649.0,519293.0,-1.218175,54.566336,17,3,4,243.0,1085.0,0.0,3,3,17,4,0,0,9,7,0
1,9,18,0,0,0,24,5,1796.0,1,11,427350.0,575457.0,-1.573217,55.072826,10,2,2,139.0,189.0,0.0,2,2,22,5,0,0,9,4,0
1,9,18,0,0,0,22,5,1149.0,1,16,526130.0,167190.0,-0.188644,51.389743,1,2,2,22.0,297.0,0.0,1,2,25,5,0,0,9,4,1
3,9,18,0,0,0,45,7,1968.0,2,10,434310.0,359150.0,-1.488697,53.128417000000006,30,3,6,320.0,281.0,615.0,1,1,51,8,0,0,9,1,0
1,9,18,0,4,0,30,6,2143.0,2,3,550400.0,191320.0,0.170194,51.600645,1,2,1,15.0,1459.0,0.0,1,1,30,6,0,0,9,7,1
1,9,18,0,0,0,28,6,1242.0,1,7,530760.0,186270.0,-0.115084,51.560161,1,2,1,3.0,103.0,503.0,1,1,28,6,0,0,9,1,1
1,9,17,0,0,11,38,7,1686.0,2,10,420199.0,417484.0,-1.695868,53.653467000000006,13,2,4,203.0,6118.0,0.0,2,3,22,5,0,0,19,1,0
1,8,3,0,0,0,38,7,1339.0,8,5,530600.0,183320.0,-0.118485,51.533688,1,2,1,3.0,5203.0,0.0,1,1,25,5,0,0,8,3,0
1,9,12,0,0,0,39,7,1997.0,2,5,425293.0,563812.0,-1.606456,54.96829399999999,10,3,4,147.0,167.0,0.0,3,3,44,7,0,0,9,3,1
2,9,2,0,0,0,34,6,1582.0,2,3,384680.0,436590.0,-2.234219,53.825349,4,3,1,77.0,682.0,0.0,2,1,34,6,0,0,9,1,0
3,9,16,0,1,0,20,4,1587.0,1,16,484511.0,412187.0,-0.724438,53.599447,16,3,4,232.0,1216.0,0.0,2,3,10,2,0,0,9,5,0
1,9,12,0,0,0,75,10,2401.0,2,11,413488.0,104608.0,-1.809809,50.840844,55,2,2,647.0,31.0,31.0,2,2,17,4,0,0,9,9,0
2,9,18,0,0,6,73,10,1560.0,2,4,574801.0,210000.0,0.531516,51.761399,42,2,1,454.0,12.0,0.0,2,1,73,10,0,0,9,4,0
1,9,18,0,0,0,45,7,1948.0,1,17,391955.0,345307.0,-2.121337,53.00501600000001,21,2,4,257.0,5272.0,0.0,1,3,59,9,0,0,9,4,1
1,9,3,0,0,0,32,6,1242.0,1,10,359121.0,170991.0,-2.589483,51.436432,52,2,2,601.0,3122.0,0.0,1,1,32,6,0,0,9,3,1
1,9,5,0,0,0,40,7,2993.0,2,3,408050.0,294720.0,-1.882713,52.550268,20,1,1,300.0,0.0,0.0,1,1,11,3,5,2,0,1,1
1,9,17,0,10,0,43,7,1995.0,1,12,467903.0,342082.0,-0.990311,52.971803,31,1,1,347.0,0.0,0.0,1,1,43,7,0,0,9,10,1
