age,number_of_juvenile_fellonies,decile_score,number_of_juvenile_misdemeanors,number_of_other_juvenile_offenses,number_of_prior_offenses,days_before_screening_arrest,days_in_custody,violence_decile_score,label
31,0,8,0,0,15,0,56,3,0
53,0,1,0,0,0,0,0,1,0
34,0,7,0,0,12,0,35,5,0
63,0,1,0,0,1,0,0,1,0
21,0,7,0,0,0,0,29,6,1
58,0,5,0,0,4,0,48,3,1
23,0,4,0,0,0,-1,15,4,0
56,0,2,0,0,13,-13,7,1,0
52,0,1,0,0,0,-6,1,1,0
56,0,2,0,0,0,-1,7,1,0
37,0,1,0,0,0,-1,1,1,0
50,0,1,0,0,0,0,2,1,0
22,0,5,0,0,0,-1,210,5,1
43,0,1,0,0,0,0,0,1,1
30,0,2,0,0,1,-1,35,2,0
29,0,1,0,0,0,-1,1,2,0
24,0,2,0,0,0,-1,1,3,0
29,0,8,0,0,7,-1,36,3,1
24,0,4,0,0,0,-2,1,5,0
74,0,1,0,0,0,-1,1,1,0
27,0,7,0,1,8,0,2,5,1
29,0,2,0,0,5,0,0,3,0
35,0,3,0,0,5,-1,1,3,0
36,0,2,0,0,1,-1,1,1,0
26,0,4,0,0,2,0,27,7,0
26,0,5,0,0,1,-1,1,4,0
28,0,3,0,0,0,-1,7,2,0
51,0,1,0,0,1,-2,38,1,1
35,0,2,0,0,0,-1,1,1,0
23,0,2,0,0,0,-1,1,3,0
23,0,4,1,0,2,-1,1,6,0
33,0,7,0,0,5,-1,1378,5,0
59,0,1,0,0,3,-3,2,1,0
26,0,4,0,0,4,0,72,3,1
36,0,1,0,0,0,-1,31,1,0
38,0,1,0,0,2,-1,1,1,0
28,0,8,0,0,2,-1,3,6,0
40,0,4,0,0,1,-1,2,3,0
24,0,6,1,2,2,561,0,7,0
26,0,4,0,0,0,-1,0,4,0
59,0,6,0,0,5,-1,1182,4,0
54,0,4,0,0,6,-1,1,1,0
31,0,7,0,0,4,-1,27,7,1
34,0,3,0,0,0,-1,7,2,0
47,0,4,0,0,2,-7,7,1,0
51,0,8,0,1,12,-1,34,3,1
25,0,3,0,0,1,-23,0,3,0
25,0,2,0,0,0,-1,76,4,1
44,0,1,0,0,2,367,1,2,1
36,0,2,0,0,1,-1,62,3,0
49,0,1,0,0,0,0,0,1,0
31,0,7,0,0,0,-1,120,4,0
30,0,3,0,1,1,-1,1,3,0
21,0,9,1,0,1,-1,456,8,1
21,0,4,0,0,0,-1,1,6,0
65,0,1,0,0,0,-1,1,1,0
59,0,1,0,0,0,-1,0,1,0
59,0,1,0,0,0,-1,2,1,0
24,0,7,0,0,0,-1,3,7,0
40,0,1,0,0,0,0,1,1,0
34,1,9,0,0,10,-1,126,4,1
52,0,1,0,0,1,-1,1,1,0
24,0,9,0,0,15,-31,119,9,1
38,0,3,0,0,2,-1,3,1,1
22,0,8,0,0,0,-6,1,8,0
43,0,5,0,0,0,-1,3,3,0
55,0,1,0,0,0,-1,37,1,0
26,0,2,0,0,2,-1,11,3,0
23,0,2,0,1,1,-1,1,3,0
47,0,1,0,0,0,-1,3,1,0
26,0,2,0,0,0,-1,2,3,0
41,0,1,0,0,1,-38,50,1,0
30,0,4,0,0,3,225,70,3,0
21,0,3,0,1,0,-1,1,5,0
32,0,1,0,1,0,-1,1,1,0
51,0,1,0,0,3,0,0,1,0
35,0,3,0,0,2,-1,1,2,0
37,0,1,0,0,3,-1,29,1,0
24,0,8,0,0,0,-1,1,8,1
33,0,4,0,0,3,-1,2,3,0
30,0,6,0,0,4,-1,30,5,0
42,0,1,0,0,1,-10,0,1,0
40,0,7,0,0,15,-1,66,6,1
21,0,7,0,0,0,0,3,8,0
24,0,2,0,0,0,0,0,3,0
41,0,1,0,0,0,-1,1,1,0
39,0,4,0,0,1,-1,1,2,0
24,0,8,0,0,3,-1,4,10,0
24,0,4,0,0,1,-23,42,4,0
39,0,10,0,0,35,-45,14,8,0
26,0,7,0,0,4,-1,1,4,1
44,0,5,0,0,0,-1,34,4,0
42,0,4,0,0,0,-1,1,1,0
45,0,1,0,0,1,-2,1,1,0
25,0,10,1,0,7,-1,37,10,1
28,0,9,0,0,7,606,145,6,0
33,0,2,0,0,0,-1,5,1,0
25,0,3,0,0,0,-1,3,4,0
32,0,4,1,0,5,-10,9,2,0
23,0,7,0,0,0,-1,4,5,0
39,0,5,0,0,0,-1,2,2,0
27,0,8,0,0,12,-1,1,4,1
35,0,7,0,0,4,-1,2,2,0
23,0,5,0,0,1,-58,17,6,0
38,0,1,0,0,0,0,1,1,0
30,0,2,0,0,4,-10,7,2,0
30,0,5,0,0,1,-1,8,2,0
30,0,8,0,0,0,0,0,5,0
31,0,2,0,0,2,-1,0,2,0
34,0,2,0,0,0,-1,108,2,0
25,0,5,0,0,0,-1,44,4,0
26,0,6,0,0,1,-13,9,4,0
37,0,1,0,0,0,-1,1,1,0
34,0,5,0,1,3,-1,1,5,0
38,0,2,0,0,0,-1,25,1,0
31,0,6,0,0,0,-1,2,5,0
29,0,2,0,0,0,0,0,2,0
22,0,4,0,0,0,-1,1,6,0
51,0,1,0,0,0,-3,1,1,0
47,0,8,0,0,0,-1,220,6,1
21,0,4,0,0,1,-1,1,6,0
23,0,9,0,1,5,-1,15,9,1
23,0,3,0,0,0,-1,1,4,0
24,0,10,0,0,0,-1,8,6,0
23,0,4,0,0,0,-2,1,5,0
19,0,4,0,0,0,-1,1,6,1
32,0,1,0,0,0,-1,6,2,1
39,0,1,0,0,0,-3,1,1,1
33,0,7,0,0,2,-1,259,7,0
36,0,2,0,0,0,-1,1,1,0
61,0,1,0,0,1,-81,81,1,0
40,0,2,0,0,0,0,0,1,0
53,0,7,0,0,4,-4,2,1,0
28,0,2,0,0,0,-1,1,2,0
38,0,2,0,0,2,0,29,1,0
55,0,3,0,0,0,-1,1,1,0
22,1,7,0,0,1,-1,2,6,0
34,0,1,0,0,1,-1,2,1,0
55,0,2,0,0,1,-17,4,3,0
24,0,8,0,0,2,0,1,6,0
41,0,1,0,0,0,0,0,1,0
41,0,3,0,0,0,-2,1,1,0
61,0,3,0,0,12,-1,242,4,0
57,0,1,0,0,3,0,2,1,0
38,0,3,0,0,2,-1,1,2,0
23,0,2,0,0,0,-1,43,3,1
23,0,5,0,0,3,-1,10,6,0
20,0,3,0,0,0,-1,1,5,0
44,0,8,0,0,1,-1,1,5,0
38,0,1,0,0,1,-23,2,1,0
32,0,1,0,0,0,-1,1,2,0
29,0,6,0,0,0,0,1,3,0
23,0,9,0,0,3,-1,139,8,1
24,0,4,0,1,1,-23,2,4,0
45,0,1,0,0,0,0,0,1,0
21,0,9,1,0,2,-1,1,7,0
29,0,2,0,0,0,0,1,2,0
25,0,3,0,0,1,0,0,4,0
46,0,3,0,0,13,-1,142,2,0
27,0,2,0,0,2,-1,2,3,0
49,0,2,0,0,0,-1,1,2,0
37,0,1,0,0,1,-1,2,1,0
21,0,3,0,0,0,-1,1,5,1
28,0,7,0,0,4,-1,2,3,0
28,0,2,0,0,0,0,1,2,0
58,0,2,0,0,3,-4,1,1,0
22,0,4,0,0,0,-1,9,5,1
31,0,4,0,0,5,-1,2,3,0
33,0,3,0,0,0,0,40,3,0
23,0,5,1,0,1,0,0,5,0
32,0,10,0,0,11,-1,141,9,0
22,0,8,0,0,0,0,1,8,0
35,0,2,0,0,2,-1,72,1,0
35,0,1,0,0,2,-14,242,1,0
54,0,2,0,0,1,-7,0,1,0
29,0,8,0,0,0,-1,90,3,0
36,0,6,0,0,0,0,1,2,0
25,0,5,0,0,0,0,2,5,0
29,0,5,0,0,2,-1,1,3,0
31,0,10,0,0,0,0,50,9,1
39,0,2,0,0,0,0,0,2,0
23,0,7,0,0,0,0,0,4,0
23,0,4,0,0,1,-1,1,4,0
37,0,3,0,0,0,-3,1,3,0
61,0,6,0,0,1,-79,52,3,0
30,0,7,1,0,9,-1,35,2,1
23,0,6,0,0,1,-1,36,5,0
27,0,3,0,0,0,-2,94,3,1
38,0,6,1,0,10,-1,5,2,0
42,0,1,0,0,1,-1,8,1,0
31,0,3,0,0,0,-1,1,2,0
43,0,5,0,0,1,-1,5,4,1
39,0,3,0,0,0,-1,6,1,0
31,0,2,0,0,0,-1,4,2,0
33,0,3,0,0,0,0,2,2,0
21,0,5,1,0,1,115,6,7,1
23,0,6,0,0,1,-1,120,8,1
29,0,4,0,0,0,-1,28,3,0
62,0,1,0,0,2,-4,1,1,0
44,0,1,0,0,0,-1,1,1,0
30,0,5,0,0,0,0,0,3,0
51,0,6,0,0,3,-1,9,3,0
21,0,5,0,0,0,-1,3,6,0
27,0,9,0,0,3,-1,9,5,1
28,0,4,0,0,0,0,0,2,0
31,0,1,0,0,0,-1,2,1,0
49,0,2,0,0,2,-1,1,1,0
41,0,3,0,0,2,-1,68,3,0
20,0,4,0,5,0,-1,1,7,0
23,0,9,1,0,4,0,398,9,1
26,0,4,0,0,0,-1,3,3,0
28,0,2,0,0,1,0,1,2,0
52,0,1,0,0,4,-5,5,1,0
36,0,5,0,0,1,-1,4,3,0
54,0,5,0,0,5,149,94,1,0
54,0,6,0,0,3,-66,66,2,0
22,0,4,0,0,0,0,0,4,0
24,0,6,0,2,2,-1,33,5,0
32,0,8,0,0,2,-1,244,8,0
34,0,3,0,0,6,-1,1,2,0
51,0,5,0,0,8,-1,26,1,0
28,0,2,0,0,0,-1,1,3,0
23,0,2,0,0,0,0,1,5,0
25,0,5,0,0,2,-1,9,3,0
28,0,7,0,0,2,-1,87,8,0
32,0,1,0,0,0,0,1,1,1
35,0,4,0,0,7,-1,29,3,0
33,0,9,0,0,16,0,33,9,1
30,0,1,0,0,1,-1,2,2,0
58,0,2,0,0,1,-3,0,1,0
22,0,7,0,0,2,0,7,6,0
28,0,3,0,0,2,3,2,3,1
26,0,10,1,0,6,-1,4,9,1
23,0,9,0,0,0,0,1,9,0
26,0,3,0,0,0,-1,2,3,0
25,0,5,0,0,1,0,0,6,0
40,0,6,0,0,2,-1,1,2,0
56,0,1,0,0,1,-1,1,1,0
51,0,2,0,0,3,-87,109,2,0
36,0,4,0,0,0,-1,280,3,0
51,0,1,0,0,0,-1,2,1,0
35,2,8,0,0,9,-1,174,7,0
22,0,9,1,0,2,0,143,7,1
43,0,1,0,0,2,-41,41,1,0
22,0,6,0,0,2,-64,50,7,0
31,0,10,0,0,4,67,1,8,1
25,0,7,0,1,3,-1,8,5,0
52,0,1,0,0,0,-1,1,1,0
35,0,7,0,0,0,-1,1,4,0
24,0,5,0,0,0,-3,26,2,0
57,0,1,0,0,0,0,7,1,0
38,0,1,0,0,2,-1,1,1,0
22,0,3,0,0,1,-66,63,5,0
26,0,5,0,0,1,-2,1,3,0
25,2,10,3,0,8,-230,41,9,0
34,0,2,0,0,2,-1,1,1,0
24,0,5,0,0,0,-1,11,4,0
24,0,5,0,0,4,-40,40,7,0
49,0,6,0,0,4,0,3,4,1
55,0,5,0,0,0,-1,1,1,0
55,0,7,0,0,10,-1,168,4,1
32,0,8,0,0,9,-1,112,8,0
55,0,1,0,0,0,-1,1,1,0
23,0,5,0,0,3,0,6,6,0
54,0,4,0,0,2,-29,40,2,1
40,0,1,0,0,0,-1,20,1,0
27,0,2,0,0,0,-1,8,3,1
36,0,1,0,0,4,85,12,1,1
29,0,7,0,0,5,0,1,3,0
45,0,1,0,0,0,-1,1,1,0
25,0,6,0,0,2,-1,64,6,0
40,0,3,0,0,4,-1,1,5,1
38,0,4,0,0,7,-1,15,4,1
60,0,-1,0,0,0,-1,1,5,0
57,0,4,0,0,3,-176,31,2,0
26,0,10,0,0,3,0,29,8,1
37,0,1,0,0,0,-1,1,1,0
41,0,1,0,0,1,-1,1,1,0
33,0,2,0,0,0,-1,55,1,0
57,0,1,0,0,1,-1,1,1,0
34,0,9,0,0,3,-1,1,7,0
29,0,4,0,0,1,-1,1,5,1
45,0,7,0,0,8,0,1,5,0
22,0,4,0,0,1,-8,11,5,0
21,0,4,0,0,0,-1,45,6,0
56,0,1,0,0,1,-1,1,1,0
48,0,3,0,0,4,-1,1,3,0
27,0,2,0,0,1,-1,1,2,0
34,0,2,0,0,1,-1,51,2,0
33,0,3,1,0,6,-1,2,3,1
58,0,1,0,0,1,-1,2,1,0
33,0,5,0,0,1,-3,1,2,0
40,0,5,0,0,2,-1,101,1,0
22,0,5,0,0,0,0,1,6,0
39,0,3,0,0,2,-1,15,1,0
23,0,8,0,0,3,-37,74,7,0
35,0,1,0,1,1,0,0,1,0
22,0,2,0,0,0,-1,1,5,0
37,0,4,0,0,4,-1,1,3,0
60,0,4,0,0,0,-1,1,1,0
39,0,4,0,0,1,-1,7,4,0
25,0,4,0,0,1,-1,234,3,0
70,0,1,0,0,0,-1,1,1,0
53,0,2,0,0,6,-1,1,2,0
37,0,6,0,0,0,-5,21,3,0
28,0,6,0,0,1,-1,1,4,0
21,0,6,0,0,1,-1,157,7,0
32,0,10,0,0,2,-1,563,10,0
56,0,1,0,0,0,-1,6,2,0
30,0,3,0,0,3,-1,1,2,0
27,0,8,0,0,1,-1,1463,9,0
41,0,7,0,1,7,0,8,3,1
32,0,8,1,3,7,-1,1,6,1
26,0,5,0,0,7,-126,1,3,0
32,0,4,0,0,3,-1,52,5,0
46,0,1,0,0,3,-1,2,1,0
24,0,3,0,0,1,-1,1,3,1
50,0,2,0,0,3,-1,12,1,0
37,0,7,0,0,3,-1,1,3,0
37,0,5,0,0,1,0,2,1,0
21,0,6,0,0,1,-43,9,9,0
75,0,1,0,0,1,-112,102,1,0
40,0,4,0,0,3,0,40,3,0
53,0,1,0,0,0,0,0,1,0
33,0,3,0,0,4,-1,1,1,0
22,0,4,0,0,0,-1,1,5,0
25,0,8,0,0,5,-1,45,6,1
24,0,2,0,0,2,-1,1,4,0
26,0,7,0,0,1,0,2,6,0
56,0,4,0,0,9,-1,1931,2,0
24,0,3,0,0,1,-1,1,4,1
26,0,5,0,0,5,-1,6,6,0
64,0,6,0,0,13,-28,1,2,0
24,0,2,0,0,0,-1,8,3,0
35,0,6,0,0,29,-101,9,8,0
57,0,1,0,0,0,-5,1,1,0
46,0,1,0,0,0,-1,3,1,0
56,0,5,0,0,16,-1,143,2,0
39,0,2,0,0,0,-1,0,1,0
68,0,1,0,0,4,-1,11,1,0
28,0,3,0,0,1,-1,7,3,1
38,0,1,0,0,0,-1,1,1,0
25,0,10,0,0,3,-23,1,8,0
25,0,5,0,1,2,0,2,4,0
31,0,5,0,0,2,0,16,5,0
35,0,8,0,0,13,0,2,5,0
34,0,8,6,1,19,-1,1,4,0
57,0,1,0,0,0,-1,1,1,0
42,0,2,0,0,1,-1,1,1,0
24,0,9,0,0,1,-60,38,8,0
41,1,10,1,0,24,-1,7,3,1
27,0,2,0,0,0,-1,1,3,0
34,0,2,0,0,5,0,16,2,0
50,0,1,0,0,0,0,0,1,0
25,0,8,1,0,6,0,0,6,1
27,0,7,0,0,2,-1,158,6,0
27,0,5,0,0,0,-1,5,6,0
30,0,1,0,0,0,-1,1,2,0
24,0,8,0,0,3,-1,13,7,0
39,0,1,0,0,0,-1,1,1,0
32,0,6,0,0,6,55,35,4,1
26,0,10,1,0,24,0,6,7,1
30,0,1,0,0,2,-1,1,2,0
20,1,10,1,1,4,14,1828,7,1
25,0,3,0,0,0,-1,58,4,0
25,0,5,0,0,2,-1,1,5,1
25,0,7,0,0,0,-1,5,5,0
38,0,2,0,0,0,0,1,1,0
40,0,5,0,0,0,0,65,1,0
49,0,2,0,0,4,-1,4,1,0
35,0,3,0,0,2,-3,13,1,0
25,0,4,0,0,0,-1,2,3,0
21,0,4,0,0,1,-1,19,6,0
24,0,4,0,0,2,-96,3,3,0
28,0,3,0,0,3,-1,51,2,0
34,0,9,0,0,1,148,21,7,0
57,0,7,0,0,8,-1,31,5,0
40,0,9,0,0,15,-1,278,7,1
43,0,6,0,0,0,0,57,1,0
43,0,6,0,0,12,-1,52,3,0
32,0,1,0,0,0,-1,1,1,0
21,0,9,0,0,0,-1,2,9,1
51,0,3,0,0,2,-1,9,1,0
20,0,10,0,0,0,-1,12,10,1
39,0,1,0,0,1,-99,1,2,0
58,0,1,0,0,1,-2,2,1,0
28,0,2,0,1,1,0,0,2,0
30,0,3,0,0,2,-1,1,2,0
22,0,9,0,0,1,0,27,9,1
50,0,2,0,0,1,-1,1,2,0
30,0,9,0,0,5,-1,16,8,0
28,0,2,0,0,0,-1,1,2,1
26,0,1,0,1,2,0,0,2,0
51,0,5,0,0,0,-1,2,1,0
21,0,7,0,0,1,0,3,7,0
29,0,2,0,0,0,-1,14,3,1
43,0,4,0,0,0,-1,1,2,0
22,0,4,0,0,1,0,36,6,0
36,0,1,0,0,0,0,1,1,0
24,0,2,0,0,0,-1,1,3,0
26,0,6,1,0,5,-1,1,7,0
27,0,8,0,0,8,0,37,7,0
26,0,5,0,0,2,0,0,3,0
24,0,4,0,0,1,-163,156,5,0
29,0,4,0,0,0,-3,1,2,0
34,1,6,0,0,5,0,0,2,0
23,0,4,0,0,2,-1,0,5,0
29,0,2,0,0,1,-1,1,2,0
24,0,5,0,0,1,0,1,5,0
50,0,1,0,0,0,-1,1,1,0
24,0,7,0,0,0,-1,1,5,0
31,0,3,0,0,0,0,3,1,0
22,0,7,0,0,0,-1,15,7,0
22,0,3,0,0,0,-1,1,6,0
27,0,2,0,0,0,0,1,3,0
21,0,4,0,0,0,-1,1,5,0
80,0,1,0,0,0,-1,1,1,0
58,0,1,0,0,1,-42,0,1,0
68,0,4,0,0,6,-1,2,1,0
23,0,8,0,0,1,0,47,5,0
24,0,10,0,0,0,-1,14,7,0
41,0,1,0,0,2,-42,42,1,0
21,0,8,0,1,0,-1,89,7,1
26,0,4,0,0,3,0,4,5,1
36,0,5,0,0,1,-1,1,1,0
21,0,8,0,0,0,-1,5,7,1
31,0,5,0,0,1,-1,1,3,0
49,0,8,0,0,4,-8,4,3,0
24,0,9,0,0,0,0,2,7,0
44,0,1,0,0,1,-22,1,1,0
25,0,3,0,0,1,-13,5,4,0
25,0,2,0,0,1,-1,4,3,0
44,0,1,0,0,0,-1,1,1,0
33,0,1,0,0,0,-1,1,1,0
20,0,7,0,0,0,-1,68,7,1
44,0,5,0,0,3,-4,29,1,0
41,0,1,0,0,0,0,1,1,0
30,0,5,0,0,1,-1,22,2,0
26,0,1,0,0,1,-1,1,2,1
32,0,2,0,0,0,-3,0,1,0
26,0,4,0,0,2,-60,0,4,0
43,0,9,0,1,9,-1,2,7,0
39,0,1,0,0,1,-4,7,1,0
63,0,1,0,0,5,-1,9,1,0
24,0,5,0,2,3,-1,1,4,0
21,1,10,0,3,2,0,114,8,0
48,0,2,0,0,0,-1,50,1,0
37,0,1,0,0,0,-1,13,1,0
20,0,5,0,0,0,-1,1,7,0
64,0,1,0,0,0,-1,1,1,0
22,0,6,0,0,0,0,1,5,0
43,0,3,0,0,8,-1,2,1,0
33,0,9,0,0,10,0,118,8,0
26,0,6,0,0,1,-1,1,6,0
33,0,3,0,0,1,-5,1,2,0
25,0,3,0,0,3,-58,58,3,0
30,0,6,0,0,3,-51,0,5,0
44,0,1,0,0,0,-1,2,1,0
31,0,2,0,0,0,0,30,2,0
25,0,3,0,0,0,-3,0,3,0
43,0,2,0,0,2,-17,17,1,0
34,0,1,0,0,2,-1,1,1,0
44,0,1,0,0,0,-1,5,1,0
30,0,4,1,0,14,-79,82,6,1
55,0,1,0,0,0,-1,1,1,0
29,3,2,0,0,6,-26,26,2,0
31,0,1,0,0,0,-1,1,1,0
52,0,1,0,0,0,-1,1,1,0
59,0,1,0,0,0,-1,16,1,0
49,0,1,0,0,1,0,3,1,1
36,0,6,0,0,11,-1,39,4,1
23,0,3,0,0,1,-1,1,4,0
51,0,1,0,0,1,-12,7,1,0
34,0,1,0,0,0,0,0,2,0
32,0,1,0,0,0,-1,1,1,0
54,0,3,0,0,1,-1,0,1,0
36,0,1,0,0,0,0,0,1,0
61,0,1,0,0,0,-4,38,1,0
38,0,2,0,0,0,-1,1,1,0
41,0,2,0,0,9,-1,10,1,0
32,0,3,0,0,0,0,1,2,0
46,0,7,0,0,18,-114,65,3,0
21,0,8,0,0,4,-1,2,6,0
68,0,4,0,0,2,0,0,2,0
24,0,3,0,0,0,-1,2,4,0
41,0,4,0,0,1,-1,58,2,1
30,0,2,0,0,0,-1,10,2,0
41,0,4,0,0,1,-1,3,3,0
55,0,1,0,0,4,-1,5,1,0
39,0,2,0,0,2,-83,1,1,0
33,0,4,0,0,1,-4,3,3,0
23,0,2,0,0,0,-1,1,4,0
51,0,1,0,0,0,-2,1,1,0
36,0,2,0,0,1,-1,1,3,0
57,0,1,0,0,0,0,36,1,0
43,0,1,0,0,0,0,0,1,0
47,0,1,0,0,0,-1,1,1,0
60,0,1,0,0,1,-1,1,1,0
24,0,5,0,0,0,-1,9,5,1
28,0,3,0,0,0,-6,1,4,0
67,0,1,0,0,2,-80,46,1,0
54,0,1,0,0,1,-2,3,1,0
26,0,8,0,0,1,-140,4,9,0
34,0,1,0,0,0,0,1,1,0
48,0,1,0,0,1,-21,21,1,0
37,0,8,0,0,0,-1,1,7,0
28,0,8,0,0,8,-1,3,7,1
45,0,4,0,0,2,0,3,3,0
20,0,7,0,1,2,-1,33,9,1
52,0,1,0,0,0,0,1,1,0
29,0,2,0,0,0,-1,1,2,0
34,0,8,0,4,11,0,1,8,1
28,0,10,0,0,6,0,81,10,1
29,0,7,0,0,0,0,0,7,0
55,0,1,0,0,2,-12,19,1,0
68,0,1,0,0,0,-3,1,1,0
20,0,3,0,0,0,-1,1,6,0
23,0,5,0,0,0,0,32,5,0
55,0,1,0,0,0,-1,1,1,1
24,0,2,0,0,0,-1,6,3,0
77,0,1,0,0,0,0,0,1,0
52,0,2,0,0,3,-1,1,1,0
39,0,1,0,0,0,0,0,1,0
51,0,2,0,0,1,-30,1,1,0
34,0,3,0,0,2,-12,12,2,0
23,0,2,0,0,0,-1,5,4,0
32,0,2,0,0,2,-1,1,1,0
38,1,6,5,0,8,0,16,4,0
34,0,7,0,0,1,-1,51,3,0
28,0,7,0,0,1,44,34,3,0
54,0,1,0,0,1,-1,1,1,0
25,0,4,0,0,2,0,0,6,1
34,0,1,0,0,1,-1,1,1,0
45,0,1,0,0,7,-1,7,1,0
45,0,1,0,0,1,-11,0,2,0
28,1,5,0,0,12,-1,2,5,0
41,0,1,0,0,2,0,0,1,0
28,0,5,0,0,2,-1,1680,7,0
25,0,5,0,0,4,-1,1,4,0
23,0,2,0,2,1,-1,0,3,0
30,0,8,0,0,2,-1,1,4,1
56,0,2,0,0,2,-47,2,1,0
35,0,3,0,0,3,-1,0,2,0
34,0,8,0,0,13,-1,129,3,1
43,0,1,0,0,1,-1,1,1,0
27,0,10,5,1,27,0,191,9,1
26,0,6,0,0,7,-1,267,6,0
27,0,2,0,0,0,-1,1,3,0
41,0,5,0,0,1,0,62,7,0
30,0,2,0,0,4,-1,1,2,1
30,0,8,0,0,1,-1,2,3,0
33,0,2,0,0,1,-17,7,1,0
40,0,3,0,0,11,-1,0,2,1
56,0,2,0,0,1,0,15,1,0
22,0,2,0,0,1,-36,9,5,0
51,0,1,0,0,4,-28,2,2,0
36,0,1,0,0,0,0,1,1,0
25,0,6,0,0,3,-1,78,4,1
30,0,1,0,0,0,0,0,2,0
21,0,5,0,0,0,-1,65,6,0
38,0,2,0,0,0,0,1,2,0
29,0,6,0,0,8,-1,1,6,1
40,0,1,0,0,2,-1,1,1,0
37,0,3,0,0,2,-13,7,2,0
37,0,3,0,0,0,-3,1,2,0
23,0,5,0,0,2,-2,30,5,1
55,0,1,0,0,0,-1,1,1,0
19,0,4,0,0,1,-1,9,7,1
25,0,3,0,0,0,-1,3,5,0
48,0,2,0,0,3,621,6,1,0
26,0,8,0,0,6,0,9,6,0
20,0,8,0,0,0,-1,30,8,0
43,0,1,0,0,0,-1,1,1,0
35,0,3,0,0,2,-1,1,2,0
25,0,7,0,0,6,39,55,5,1
55,0,1,0,0,0,-1,1,1,0
52,0,1,0,0,0,0,0,1,0
33,0,9,0,0,0,-1,7,6,0
30,0,1,0,0,0,-1,1,2,0
67,0,4,0,0,8,-1,2,2,0
31,0,4,0,0,7,-1,1,2,0
30,0,8,0,0,4,-1,5,4,0
55,0,1,0,0,0,-1,16,1,0
25,0,2,0,0,0,0,1,3,0
25,0,7,0,0,0,0,1,5,0
47,0,8,0,0,17,-55,1,2,0
22,0,4,0,0,0,0,0,5,0
37,0,6,0,0,8,0,62,4,0
68,0,7,0,0,7,-1,16,6,1
37,0,6,0,0,0,0,1,3,0
42,0,1,0,0,1,-49,22,1,0
30,0,2,0,0,4,-1,1,2,0
34,0,2,0,0,1,-3,4,2,0
28,0,1,0,0,0,-1,2,2,0
37,0,5,0,0,4,-18,82,5,1
52,0,1,0,0,0,-1,1,1,0
36,0,1,0,0,2,-17,1,1,0
26,0,2,0,0,2,-3,1,3,0
24,0,2,0,0,0,0,15,3,0
27,0,6,0,0,0,-1,2,7,0
37,0,1,0,0,0,0,1,1,0
31,0,6,0,0,1,650,7,6,0
37,0,3,0,0,1,-1,0,2,0
58,0,2,0,0,5,-1,14,1,0
41,0,1,0,0,0,0,1,1,0
33,0,1,0,0,0,-1,1,1,0
33,0,1,0,0,0,0,0,1,0
22,0,3,0,0,0,-1,0,5,0
33,0,1,0,0,0,-1,1,1,0
25,0,6,0,0,0,-1,1,5,0
37,0,1,0,0,0,-1,0,1,1
21,0,9,0,0,0,-1,1,9,0
37,1,7,6,0,13,-1,1,3,0
24,0,4,0,0,2,-1,56,7,0
35,0,4,0,0,0,-1,2,3,0
29,4,9,1,0,10,-1,3,5,1
41,2,3,0,0,6,-1,71,2,1
22,0,7,0,0,3,-35,109,9,1
34,2,7,1,0,5,264,9,2,0
46,0,7,0,0,2,-17,4,6,0
41,0,1,0,0,0,-1,4,1,0
25,0,9,0,0,2,0,1,9,0
27,0,5,0,0,1,-1,1552,2,0
31,1,9,1,1,13,-1,2,8,1
23,0,4,0,0,0,-3,0,4,0
49,0,2,0,0,0,-3,1,2,0
49,0,2,0,0,8,-24,207,1,0
41,0,3,0,0,7,-2,1,2,0
20,0,10,0,0,0,0,1,9,1
44,0,8,0,0,8,-1,2,5,1
41,0,1,0,0,0,0,0,1,0
31,0,9,1,0,5,-1,2,3,1
42,0,1,0,0,1,-3,1,1,0
67,0,1,0,0,0,-1,2,1,0
42,0,2,0,0,1,-3,0,1,0
25,0,3,0,0,0,-1,34,4,0
43,0,1,0,0,2,-1,1,1,0
23,0,9,0,0,6,0,234,6,1
23,0,2,1,0,2,-1,1,4,0
33,0,3,0,0,2,-1,2,1,0
41,0,1,0,0,0,0,1,1,0
31,0,2,0,0,1,-2,1,1,0
23,0,8,0,0,2,126,2,6,1
53,0,4,0,0,5,-1,49,1,0
36,0,1,0,0,1,0,0,1,0
58,0,3,0,0,10,0,0,1,0
62,0,1,0,0,0,-1,3,1,0
25,0,6,0,0,4,-1,1,3,0
46,0,2,0,0,2,-14,16,1,0
32,0,8,0,0,6,0,0,8,0
56,0,4,0,0,13,-59,40,1,0
25,0,3,0,0,1,188,37,4,0
58,0,1,0,0,0,-1,0,1,0
44,0,2,0,0,5,-47,12,1,0
20,0,7,0,0,0,0,1,9,1
36,0,5,0,0,1,0,1,1,0
59,0,1,0,0,0,0,0,1,0
29,0,5,0,0,5,-1,3,4,1
21,0,5,0,0,0,-1,1,6,0
28,0,1,0,0,0,-1,2,2,0
42,0,6,0,0,16,-1,20,2,0
21,0,9,2,1,3,-3,29,6,1
49,0,1,0,0,1,-26,0,1,0
24,0,5,0,0,0,0,1,5,0
55,0,1,0,0,1,-1,2,1,0
19,1,10,2,0,3,-200,1,9,1
21,0,4,0,0,1,-1,1,6,0
34,0,6,0,0,4,0,0,6,0
27,0,5,0,0,2,-1,8,3,0
